Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
140,39,141,3.114005164,39.40145501,360.4816111
149,44,136,4.481913349,41.46038245,355.1641054
142,33,142,2.162970883,38.08015921,126.2384237
128,47,142,4.228316625,27.78094243,318.1036022
131,47,146,1.45465434,32.88514434,260.3366621
140,46,133,4.067321368,47.72316694,275.6302705
120,41,147,2.5477834,40.53638381,209.3271278
145,36,139,2.879960355,32.66394817,229.9947944
145,45,132,1.667229281,35.77072032,350.850661
120,40,141,1.074510754,47.46892594,275.815076
134,43,130,3.664789973,28.78238828,267.6109609
121,32,140,3.350873134,18.56453004,358.5644118
149,48,147,3.489712608,26.40391846,328.6778652
141,47,142,2.020007032,29.53200752,307.5728938
135,39,146,1.957109852,24.55373545,268.5159221
144,35,137,4.321185245,33.51403418,388.7363443
127,42,149,4.04501101,25.67002563,305.5499999
132,39,148,2.347160463,18.61128549,275.5478298
140,47,146,3.551222864,21.58239798,306.8691562
120,49,131,4.312600017,47.13546292,224.1301351
135,45,132,4.555317769,37.03584702,166.8452979
148,35,132,1.023225044,26.00080495,268.9173659
126,42,135,4.253849573,27.84212694,405.7882618
124,33,139,2.401569337,32.268411,215.8503049
141,43,147,3.873513139,38.55955117,409.2169043
148,30,147,2.485605458,35.37629614,386.9035448
142,49,143,3.424996347,47.64443436,295.4604757
122,34,145,3.58712976,36.90120893,385.1694876
131,37,136,2.619971084,46.87771929,299.9916069
145,41,130,3.051141325,15.19005557,226.1985354
135,31,146,3.905253488,46.16958152,346.8074029
138,41,134,2.905221075,40.25105058,305.2827206
124,34,130,1.05592194,21.02677089,89.73503199
141,34,146,1.051616788,24.20633067,360.0340381
144,42,139,3.6452434,33.99834997,269.8704925
148,38,141,4.38895015,19.37283544,285.8781126
133,39,149,4.14109415,42.48788942,381.6138399
147,30,131,2.241601208,42.69108532,239.2991616
124,32,145,2.88451154,25.5332146,224.1310195
134,47,144,1.93664296,17.44359517,273.330053
136,41,142,4.956599643,49.60966107,296.7754896
149,32,147,2.042025797,23.77551077,282.2707668
133,38,149,2.665046371,17.3645528,175.3933458
149,31,143,3.724515805,26.54877358,250.9603571
139,32,147,4.504070679,48.91511418,301.8665879
124,43,131,1.205902736,42.75246645,172.367814
131,33,131,2.204078704,31.81165779,200.7136952
135,48,132,3.275943392,25.68656476,240.7626316
145,42,134,3.473252326,29.81571345,186.9517056
145,36,145,1.280109754,15.60779629,161.6955177
135,41,144,3.656314951,40.14296685,343.4147887
140,32,141,3.112257462,18.4875495,151.7043277
126,38,138,4.310509517,33.16631519,377.3208096
123,31,143,1.888756705,34.80457685,207.1184958
120,38,145,1.78010794,15.0591421,241.0702558
149,41,140,4.173348888,49.29575191,413.4089759
149,41,135,3.815476516,25.57486632,201.0122697
124,44,139,4.166693442,17.70284878,287.9055833
142,31,137,4.127736564,44.90359954,252.4584405
145,47,145,1.416002703,20.31834114,137.590482
129,42,132,2.114332189,15.87342977,185.5729508
141,43,131,2.040340545,32.31417379,283.8271366
124,34,145,4.738349126,19.5470945,295.8995827
123,39,148,2.949866296,49.38480732,209.5642751
121,41,138,1.444228531,15.36438453,217.4099648
139,39,145,2.158311624,16.79190705,217.1036352
129,40,133,4.487606594,44.16493882,342.8602832
145,31,139,4.388265513,23.39130936,203.1265258
138,34,148,4.601357934,46.90588637,353.0258118
145,36,142,2.554115091,25.88979687,297.6570396
120,35,147,3.565363846,17.4423928,210.2806144
143,32,144,2.11269568,15.37071297,213.4443325
124,42,133,1.723301325,24.8898547,361.1170572
132,32,138,1.087604304,31.58057014,210.9770524
123,35,133,1.893763799,15.03556388,99.8591157
135,40,145,3.417496548,35.33875209,243.6143911
143,46,144,4.616841254,26.67815455,339.5001196
135,39,131,1.533682213,28.65537353,218.1986258
142,41,143,4.672046244,24.14938319,359.8565946
121,46,132,2.381540939,33.51658219,246.7153156
136,33,133,2.70731363,23.05429177,239.1501892
147,31,130,2.459914162,19.71877302,246.4038399
146,40,138,2.63443256,46.17264787,263.9090419
139,36,146,2.036772597,28.66942441,311.3110516
143,31,143,3.794418713,17.69256226,227.9376365
131,47,146,4.032732441,23.06129641,323.4323502
137,33,130,4.292451563,25.84800319,316.9794628
122,37,139,2.365158333,41.93762083,236.3292095
147,49,145,4.058507564,15.77894231,372.2951912
120,43,148,3.55070143,31.7387321,298.8149693
120,41,132,4.831664347,29.26923699,239.9340666
148,47,141,2.699140667,48.89401406,415.9832517
138,40,132,4.969238912,21.30262543,219.6174157
130,37,144,3.96157612,36.97547612,241.2279625
124,31,146,4.10511102,22.07689098,309.8495801
131,44,147,1.10281944,34.1947719,257.7809013
122,38,136,2.989593405,34.42721314,303.6802759
120,48,148,3.113346849,17.63713555,311.4575342
120,49,136,1.162400408,30.9757953,176.8208686
127,37,134,2.248524894,31.14046378,302.850625
129,48,137,4.822576723,26.16978359,307.8229205
130,34,145,2.704445745,24.70054938,268.6311752
131,40,145,1.746807938,22.85042909,193.0606705
148,44,148,3.053354828,15.20793752,260.7130104
132,37,144,1.135062309,15.06356996,213.0435915
131,48,136,3.0639548,35.64255238,378.1569252
133,37,134,3.377073224,25.20123689,256.7027575
121,48,140,2.43077745,20.87610295,224.1174196
148,47,139,4.050304792,38.96573219,285.8320573
138,39,138,1.542856308,33.51165993,230.3614229
137,36,130,4.51273364,47.02353969,343.4772196
122,38,149,4.821779642,44.0855928,355.188228
142,30,130,1.004938098,40.43552169,157.2264461
136,48,137,4.37088664,19.4303685,294.8632301
145,34,132,3.024420596,38.31310586,215.6970624
127,48,131,2.845622535,39.2874255,306.7238632
148,30,133,1.954716427,41.71664065,325.6813041
145,44,148,2.789300164,24.20964533,252.1678493
129,45,140,4.801708599,37.41041263,278.0672482
145,36,134,1.843150536,36.63974604,306.2571695
149,41,139,1.716164954,28.48585174,221.1901144
121,37,137,1.967585216,38.22274431,244.2498321
138,34,142,3.207336777,18.03434465,263.4033654
128,39,134,4.721199262,37.52267574,235.827191
126,34,141,3.295526363,36.21054545,347.6549606
123,46,142,1.973929906,22.37185425,127.7000154
145,34,137,2.761809261,43.63747668,336.7720187
140,44,144,2.561600527,45.60449001,371.8078412
137,42,142,1.186277879,22.36693815,272.9760587
132,30,130,3.042567394,17.65863795,218.4722715
130,40,135,1.504025547,36.12514122,273.5639643
148,30,140,4.368976168,31.79711344,432.9426791
143,40,142,3.195851637,29.96579802,240.4722293
123,47,149,4.37842593,41.63529155,322.1165539
144,47,130,4.82417875,48.93819238,346.6918295
140,45,140,4.772753163,31.71823018,232.8970128
148,42,140,1.401717337,15.21542776,146.9556959
144,36,137,4.779268286,35.86934971,332.5884091
123,30,132,4.182988831,37.88880552,299.9492326
129,45,148,4.110632421,43.98064071,241.103724
124,30,141,1.360514161,21.97924434,247.9261517
128,46,135,1.718058809,33.35146717,241.9369907
143,35,137,4.90065352,30.64960251,291.1919024
122,31,134,1.853480629,38.25541614,304.4454823
136,46,139,1.676213321,17.23800723,206.8344559
122,35,145,2.449406475,45.94045261,265.3070533
135,43,141,4.65342479,32.89050915,188.3089711
123,47,146,2.904773854,45.69659057,231.5077532
137,35,135,4.682334876,26.90829962,349.3179497
136,39,138,2.337355122,37.87327751,377.9228919
126,47,139,1.906114581,48.48538023,250.50136
143,38,149,2.980812035,48.01827167,306.6978494
142,37,143,3.461907561,48.04359642,235.4945764
149,39,143,2.565995994,16.50313942,170.1514897
124,46,146,2.384122038,29.10556003,148.2008363
131,35,145,1.872237139,17.12734401,147.5748921
136,43,133,2.100027065,25.83169546,187.2578923
142,35,131,3.692471853,21.11023333,267.3602011
132,36,145,2.479494154,36.70480984,238.6434518
142,41,130,1.319028167,42.32611529,253.4258522
144,32,132,1.55262156,32.96714378,205.1266365
122,43,140,2.489516754,42.84155757,283.581399
128,48,145,4.698009719,15.44846538,285.6113454
149,45,147,2.516121047,43.71667276,284.930378
136,36,144,1.24256831,21.24260786,64.22960866
136,37,138,2.671977032,31.13275655,269.4377876
149,47,141,3.675270376,30.49049656,252.7254187
139,42,147,3.37438454,45.56044352,398.984981
135,38,134,2.11521185,48.80927015,336.1134951
144,39,137,3.752355692,23.92923383,322.6320046
141,38,132,3.522497495,17.35946104,243.8117554
132,44,131,1.688691875,37.76826239,198.2594449
146,49,148,1.648580014,32.59942054,381.7503654
138,31,137,3.188732328,34.79967997,300.9653997
136,42,131,3.637754244,16.61945745,182.7020781
123,31,148,4.847642339,42.13584376,355.9514634
131,48,130,2.687722523,23.13236953,261.7096677
148,31,142,4.059756959,26.72278733,345.9394209
128,32,149,1.466082989,22.99237994,227.539893
138,35,146,4.558436109,48.10805962,402.7443348
131,32,132,3.532430166,20.90526358,344.2072613
128,39,138,3.516121325,40.63116514,326.1831873
126,35,134,1.569770535,23.60115529,323.8631684
147,45,135,1.158334918,29.87218667,278.1241747
133,46,133,3.805796552,49.8621657,353.9223777
139,48,146,1.468225836,18.52018605,165.5697186
138,32,145,1.507880598,45.84757309,407.1336398
145,47,145,1.750000585,48.11174637,312.9359979
134,36,140,1.390985933,39.43795532,308.8450763
135,38,131,3.501570082,15.34867664,244.3948016
140,49,146,2.688019223,43.72795044,196.8538844
124,41,144,2.06438437,45.87951747,153.3082132
122,34,147,2.762997601,49.33269549,253.550336
131,32,139,4.376560008,44.37605117,292.6165892
144,40,135,4.70831762,30.59554386,302.5530382
139,33,145,2.949904579,39.10273868,333.0742735
146,34,134,3.26701166,31.97949792,249.3563654
140,30,141,2.028799721,27.35564223,298.8091535
123,47,135,3.054401515,36.92492726,276.8787497
140,41,143,3.992478428,41.94413539,340.3820018
142,42,145,2.968549055,37.25652753,226.0324727
135,38,136,2.208291603,43.93024287,271.6766849
144,31,131,3.328137389,21.17312411,235.427229
126,34,135,4.786624124,28.07930931,282.2477887
132,42,138,4.551935416,25.94050345,243.5915827
140,45,136,4.076969517,21.79444989,292.0909684
129,45,131,2.104838531,30.51110146,400.0378966
145,32,148,1.966238029,48.17555055,304.0785144
126,33,137,4.354148759,33.83029021,333.9408792
133,40,140,1.725269904,25.02417068,197.5987564
145,43,133,3.42244523,27.39212164,264.4521028
124,32,145,2.755719774,36.45764991,180.4221539
122,45,147,2.871945869,27.34613596,185.1978916
142,44,142,2.81817361,33.8421353,313.0693156
148,39,134,4.599800587,24.59559627,244.6296825
130,38,131,1.348377004,27.10759448,124.0881823
130,40,140,4.131605798,39.70047506,318.4189496
137,45,130,4.340050686,35.46164231,348.0686954
134,39,142,4.771508589,18.27204022,276.3403903
131,46,134,2.81039982,49.06138815,223.8706588
128,48,147,3.000260768,16.7267923,369.7916789
129,31,143,4.845178085,17.90288503,250.8090237
145,31,142,2.833804244,39.54851171,372.3427328
131,35,136,3.014193892,39.78063488,337.0966635
136,48,137,2.329017273,15.66274366,233.8709118
148,37,147,1.126509803,37.49638648,283.8219509
125,32,136,2.732218207,16.16410052,221.7829591
126,43,149,3.620365243,48.62694979,445.8739696
133,45,146,3.759783642,39.36499078,372.4881079
132,30,145,1.026034588,21.53023355,230.6261163
127,32,140,4.204211099,20.53366759,258.3145626
129,47,148,2.969662457,34.9381806,262.3531021
128,38,130,3.082981446,37.1731554,223.6017046
137,35,137,4.846974753,44.09331705,351.0972915
146,30,130,2.137844635,46.61624022,267.3588633
145,39,138,4.046607956,28.73867054,245.7329603
121,35,148,3.299104983,44.54296948,340.7036068
124,41,138,3.803193846,33.98330124,259.817259
148,33,139,2.671269807,31.47037492,279.6421813
124,42,140,2.116830156,39.46397261,308.1986976
125,46,130,3.184503809,18.61182365,214.8401905
138,37,149,2.499764585,24.2885277,302.0613455
127,49,137,1.891644715,43.58669399,207.7542108
135,32,149,4.356944592,32.64275934,329.8577939
132,41,141,2.90332638,46.78152028,312.2222359
120,36,130,4.389262965,18.10463069,214.4555389
141,41,139,2.896126329,25.96944838,116.5116333
139,31,133,3.227190791,27.44424625,259.6276086
136,43,144,4.981120965,29.7952113,302.3615635
126,34,148,4.806016848,49.5387018,305.9711514
144,38,135,2.086759483,25.87319499,256.9327615
132,40,134,4.474621546,33.15388585,253.6219812
123,34,134,2.561613935,33.76249634,307.8769839
123,32,147,1.284994952,41.97792785,324.0694014
125,46,132,3.303124059,33.12541479,246.939254
147,31,131,4.908207438,36.20080902,424.7463644
138,30,133,4.897254748,41.36648178,448.5722641
148,36,147,1.505861513,18.53962016,345.5186336
131,43,138,4.084946666,48.72152432,377.7003442
141,34,148,4.211332177,44.62064616,342.1276197
126,48,139,2.474979137,28.60704148,369.3682341
146,40,144,3.634380725,40.49461562,444.3143679
129,31,130,2.952637913,41.68137865,263.3335986
145,37,140,1.911572391,44.75862573,271.641727
138,38,143,4.045057125,21.59108888,342.9181196
126,32,139,2.051010831,39.62959634,239.2700136
149,31,148,2.361791012,16.16691857,284.7282139
122,36,145,1.76007362,19.04526934,200.6074632
132,34,137,3.877085215,42.16234362,324.8272007
132,34,131,2.834896215,43.45510514,262.1537911
137,49,136,2.773493019,35.73527582,311.2311148
147,42,148,3.418251468,35.3590091,261.1804592
149,49,136,1.629053789,41.23289999,246.6111479
145,35,144,4.592615559,46.71296877,250.0111731
139,49,137,2.860435825,29.73903098,303.3308927
147,47,143,2.466107435,19.01873915,260.7894043
127,31,130,1.506762436,44.36497845,294.1534089
148,35,142,1.671816817,26.95754511,217.3633881
128,38,132,4.681441256,19.68250206,314.6369674
126,32,135,2.826468134,36.511574,284.4542499
120,30,148,3.888735677,35.23293738,335.8349427
122,30,144,1.322065411,31.59861723,323.8747539
132,48,133,3.573858177,45.09290355,242.9133832
147,34,132,4.686076769,24.52790424,355.4938842
149,42,133,2.199853804,15.46323428,200.6233721
144,48,134,3.316562003,26.32140516,265.7272099
147,41,147,4.760876417,15.33970861,214.9127562
136,45,139,3.877290215,34.02569238,329.603624
144,48,137,1.24930201,28.23869025,247.3622423
143,32,141,2.514948589,43.48799593,330.7633113
120,41,132,1.343091024,42.91548734,253.5079352
125,34,147,4.445270385,30.21234727,253.7641208
140,31,137,3.486650805,22.57698458,272.1320848
125,36,130,4.825526979,29.78504531,315.8583209
145,42,143,1.079025317,37.44612064,213.2246501
131,44,142,2.692349479,21.65720936,279.1184676
132,32,141,1.417456398,42.05663154,290.5453534
132,49,132,2.40195129,26.56960737,149.2080544
148,34,147,1.647547293,47.62619482,334.0609184
134,37,142,2.31517504,32.91546856,237.0642664
140,30,144,4.277048019,44.64942869,333.2936054
135,37,139,1.642797306,36.55624031,194.463969
141,47,130,2.894659028,34.41106453,294.4943688
140,49,135,4.686332536,38.87455467,283.7662303
130,45,138,4.995117151,43.40218933,274.0799854
147,47,139,2.002564473,37.55776265,361.008271
124,49,144,4.742272683,42.90342405,253.0801636
123,41,138,2.045554723,21.66628076,258.5050586
122,42,143,2.654113996,24.71307891,247.3044844
138,42,140,4.511694449,23.04029876,325.8267829
139,39,136,4.14470442,42.94061157,370.8407286
144,36,131,4.429950229,18.01449956,311.7892338
137,43,143,4.201026717,42.85521191,357.0241952
134,45,135,1.94024402,28.61648049,216.5423295
128,44,134,3.235180462,17.78275067,227.4719942
136,41,134,2.541002873,29.85491915,293.16619
133,38,148,2.838843874,25.51758052,118.9720279
134,37,148,1.615825208,35.7183264,272.5550903
120,47,135,2.263070237,31.53843216,292.4047078
140,47,139,4.430588486,25.38720869,269.273542
141,42,143,4.59023364,45.17930805,401.8766721
141,47,146,3.440612336,29.23874987,359.0152911
122,44,132,2.993069028,31.47414971,302.0198048
135,33,130,3.851358753,44.63199837,293.0359786
142,46,139,3.435413001,18.11698129,276.8204408
144,34,132,4.934700025,28.64625996,341.7694135
130,45,134,1.760355169,29.09998403,211.3212448
131,38,148,2.796178905,32.35389793,213.2019589
129,39,139,4.672962009,18.71422073,354.5633525
135,47,145,4.65894824,18.59310424,245.906796
127,46,130,2.981387386,29.57455845,323.5962059
125,47,135,1.539236008,16.15601529,271.8682138
131,36,138,4.25983187,23.92445257,307.265299
143,33,134,3.340660746,22.04118638,243.0471522
147,34,143,4.092664063,32.12851915,330.8439399
140,45,139,2.850094526,15.3905845,346.4337601
127,32,131,1.815535688,38.65067076,248.0291676
145,47,134,1.09595763,44.94555575,257.6548103
147,43,130,3.236553075,39.73595314,260.3665171
123,44,139,1.644184716,43.63273593,326.9159033
145,46,138,1.748548834,37.51607413,287.1480828
127,30,132,2.745222524,32.7578462,323.0706084
145,46,144,2.768308294,22.66575591,213.7238572
147,40,133,2.097548361,24.78692217,196.3371475
137,46,142,1.527688834,26.11978013,303.0447915
147,43,135,4.779811007,16.33061843,255.3128431
147,49,149,1.526562464,46.958107,318.5815764
124,48,146,2.403090338,46.51059459,341.6394885
128,36,134,2.21947197,18.77222473,152.5576594
123,42,144,4.465351588,34.48427479,218.5655187
146,47,137,2.640249794,31.3674453,204.0653162
141,43,134,1.496173997,38.9194899,262.9054095
136,30,142,1.041044114,36.10561812,286.1121783
128,36,130,3.887798414,19.35126304,154.2617125
120,37,130,3.85800437,38.10271757,296.1120759
140,47,136,2.671134685,36.31053064,298.0348667
139,38,134,1.505232001,33.59282733,303.3177962
132,30,143,2.48653525,29.08421933,189.2641292
147,46,144,3.359529804,48.42223479,277.3331279
135,48,146,3.815771767,44.73038465,342.8493486
148,35,147,1.31295957,35.47797412,240.6361084
